Day_of_Month,Month,year,Airline,Origin,Destination,Departure_Delay,Arrival_Delay,Cancelled,Rain_at_Origin,Rain_at_Dest,Incentive_Pay,Time_in_Air
28,4,2012,United,SFO,LAX,0,-2,0,0,0,0,57
14,4,2012,United,LAX,DEN,25,35,0,1,1,0,109
30,3,2012,United,SFO,ORD,0,4,0,0,0,0,219
14,3,2012,United,EWR,ORD,0,-1,0,0,1,0,116
3,4,2012,United,EWR,DEN,9,10,0,0,0,0,214
4,2,2012,United,JFK,SFO,21,14,0,0,1,0,341
14,7,2012,United,SFO,JFK,24,66,0,0,1,0,331
30,3,2012,United,LAX,SFO,0,-7,0,0,0,0,56
8,9,2012,United,LAX,ORD,0,-22,0,0,0,0,198
14,12,2012,United,SFO,LAX,,,1,1,0,1,
27,1,2012,United,LAX,JFK,0,4,0,0,0,0,288
31,8,2012,United,LAX,ORD,0,-20,0,0,0,0,197
8,6,2012,United,LAX,JFK,0,-8,0,0,0,0,287
4,9,2012,United,SFO,ORD,0,-24,0,0,0,0,190
19,10,2012,United,LAX,LAS,,,1,0,0,1,
15,2,2012,United,LAX,LAS,0,1,0,0,0,0,38
10,10,2012,United,SFO,DEN,1,-8,0,1,0,1,114
8,2,2012,United,LAS,SFO,0,-8,0,0,0,0,63
15,11,2012,United,LAX,BOS,-2,-5,0,0,1,1,280
12,10,2012,United,ORD,DFW,-2,1,0,0,0,1,107
15,9,2012,United,LAX,SFO,60,54,0,0,0,0,50
6,3,2012,United,LAX,LAS,26,23,0,1,1,0,42
13,6,2012,United,SFO,LAX,,,1,0,0,0,
31,10,2012,United,EWR,ORD,-2,-11,0,0,0,1,110
18,5,2012,United,ORD,EWR,50,52,0,0,0,0,90
24,5,2012,United,EWR,DEN,0,19,0,1,0,0,222
26,6,2012,United,LAX,SFO,0,-7,0,0,0,0,49
6,9,2012,United,JFK,SFO,2,17,0,0,0,0,357
10,10,2012,United,ORD,EWR,-2,2,0,0,0,1,98
28,7,2012,United,LAX,SFO,5,-3,0,0,0,0,49
21,4,2012,United,SFO,LAX,62,161,0,0,0,0,60
19,4,2012,United,SFO,LAX,2,2,0,0,0,0,55
8,8,2012,United,LAX,EWR,10,60,0,0,0,0,331
20,4,2012,United,ORD,SFO,,,1,1,0,0,
29,9,2012,United,JFK,SFO,0,-23,0,0,0,0,328
19,7,2012,United,LAS,SFO,17,14,0,0,0,0,67
22,3,2012,United,BOS,ORD,0,-23,0,1,0,0,127
19,4,2012,United,SFO,LAX,0,-14,0,0,0,0,54
22,6,2012,United,LAX,ORD,16,8,0,0,0,0,200
25,7,2012,United,ORD,SFO,102,123,0,0,0,0,241
20,6,2012,United,SFO,ORD,,,1,0,0,0,
12,6,2012,United,LAS,SFO,8,9,0,0,0,0,67
16,2,2012,United,JFK,SFO,0,13,0,0,1,0,373
16,5,2012,United,ORD,EWR,0,-1,0,0,0,0,100
9,2,2012,United,LAS,DEN,10,2,0,0,0,0,80
1,8,2012,United,LAS,LAX,29,16,0,0,0,0,41
15,3,2012,United,SFO,LAS,0,-3,0,0,0,0,66
20,7,2012,United,ORD,MIA,0,9,0,0,1,0,155
1,6,2012,United,SFO,LAS,0,-3,0,0,0,0,65
26,9,2012,United,LAX,DEN,0,1,0,0,0,0,105
20,9,2012,United,ORD,EWR,0,-7,0,1,0,0,91
24,3,2012,United,ORD,SFO,15,5,0,0,0,0,240
14,8,2012,United,LAX,DFW,16,14,0,0,0,0,164
7,12,2012,United,ORD,DFW,18,15,0,0,0,1,103
27,4,2012,United,BOS,SFO,0,5,0,1,0,0,352
6,4,2012,United,LAX,SFO,121,122,0,0,0,0,52
28,7,2012,United,ORD,EWR,,,1,0,1,0,
5,5,2012,United,ORD,EWR,31,20,0,0,1,0,86
20,6,2012,United,LAX,LAS,0,-6,0,0,0,0,44
19,7,2012,United,LAX,DEN,0,-2,0,0,0,0,105
22,9,2012,United,SFO,BOS,1,-9,0,1,0,0,285
8,5,2012,United,EWR,LAX,,,1,1,0,0,
11,4,2012,United,LAS,SFO,4,0,0,0,0,0,65
3,1,2012,United,SFO,EWR,0,46,0,0,1,0,289
2,3,2012,United,LAX,DEN,7,9,0,0,0,0,114
2,6,2012,United,SFO,LAX,7,10,0,0,0,0,55
12,7,2012,United,SFO,DEN,6,4,0,0,1,0,123
18,12,2012,United,SFO,LAS,1,-7,0,0,0,1,63
4,2,2012,United,LAX,LAS,1,-7,0,0,0,0,40
21,1,2012,United,ORD,BOS,0,-1,0,0,0,0,113
4,10,2012,United,ORD,BOS,-2,1,0,1,0,1,121
8,11,2012,United,EWR,SFO,-2,33,0,0,0,1,374
29,11,2012,United,EWR,SFO,4,11,0,0,1,1,349
20,3,2012,United,LAS,DEN,,,1,0,0,0,
1,5,2012,United,EWR,ORD,0,0,0,0,0,0,126
5,7,2012,United,SFO,LAS,26,30,0,1,0,0,64
5,10,2012,United,ORD,DFW,66,61,0,1,0,1,112
11,4,2012,United,EWR,LAX,0,2,0,1,0,0,330
21,7,2012,United,SFO,LAS,3,1,0,1,0,0,63
13,6,2012,United,ORD,ATL,,,1,1,0,0,
3,10,2012,United,ORD,SFO,218,228,0,0,0,1,262
29,3,2012,United,LAX,ORD,1,-8,0,0,0,0,197
7,3,2012,United,ORD,MCO,2,0,0,0,0,0,127
8,2,2012,United,ORD,EWR,0,3,0,0,0,0,91
21,11,2012,United,ORD,BOS,,,1,0,0,1,
9,10,2012,United,LAX,JFK,-2,-5,0,0,0,1,297
25,4,2012,United,SFO,LAX,0,-5,0,0,0,0,56
30,11,2012,United,ORD,LAS,-2,-8,0,1,0,1,211
28,9,2012,United,LAX,SFO,,,1,0,0,0,
29,12,2012,United,ORD,LAX,124,126,0,0,0,1,218
21,11,2012,United,LAX,SFO,41,44,0,0,1,1,63
6,10,2012,United,SFO,ORD,7,1,0,0,1,1,191
12,1,2012,United,SFO,DEN,0,-8,0,1,0,0,104
15,11,2012,United,SFO,MCO,-2,-22,0,1,1,1,261
1,5,2012,United,EWR,LAX,0,-25,0,0,0,0,305
27,4,2012,United,SFO,ORD,1,-7,0,0,0,0,213
26,5,2012,United,ORD,ATL,0,-15,0,0,1,0,87
15,5,2012,United,EWR,SFO,0,31,0,0,1,0,371
5,4,2012,United,SFO,BOS,3,-34,0,0,1,0,276
2,3,2012,United,LAX,SFO,0,-11,0,0,1,0,54
28,8,2012,United,SFO,EWR,0,5,0,0,1,0,302
21,11,2012,United,JFK,LAX,,,1,0,0,1,
3,5,2012,United,EWR,ORD,0,-25,0,0,0,0,102
21,8,2012,United,SFO,DEN,0,1,0,0,1,0,117
29,6,2012,United,LAX,SFO,1,23,0,0,0,0,52
7,9,2012,United,SFO,LAX,0,2,0,0,0,0,62
18,12,2012,United,LAS,LAX,-2,-11,0,0,0,1,41
16,8,2012,United,JFK,SFO,0,-3,0,1,0,0,312
24,4,2012,United,LAX,SFO,,,1,0,0,0,
23,6,2012,United,ORD,DFW,18,48,0,0,0,0,120
1,8,2012,United,SFO,BOS,25,45,0,0,1,0,318
17,2,2012,United,LAS,LAX,1,6,0,1,1,0,47
28,9,2012,United,SFO,LAX,149,137,0,0,0,0,50
23,5,2012,United,LAX,DEN,3,4,0,0,0,0,119
4,1,2012,United,ORD,MCO,5,-1,0,0,0,0,123
26,10,2012,United,LAX,MCO,-2,2,0,1,0,1,251
3,8,2012,United,SFO,ORD,0,19,0,0,1,0,210
27,11,2012,United,JFK,SFO,,,1,0,0,1,
17,2,2012,United,ORD,EWR,,,1,0,0,0,
12,10,2012,United,ORD,LAX,5,16,0,0,0,1,240
12,1,2012,United,LAS,DEN,0,-13,0,0,0,0,77
21,4,2012,United,SFO,LAX,130,140,0,0,0,0,56
7,12,2012,United,LAX,LAS,-1,-6,0,0,0,1,39
10,1,2012,United,LAX,LAS,0,-5,0,0,0,0,44
26,5,2012,United,JFK,SFO,0,-5,0,0,1,0,341
29,8,2012,United,ORD,DFW,0,-12,0,0,0,0,104
26,5,2012,United,ORD,MCO,5,4,0,0,0,0,123
2,8,2012,United,LAX,JFK,137,140,0,0,1,0,300
23,5,2012,United,SFO,LAS,,,1,0,0,0,
17,3,2012,United,SFO,LAS,1,2,0,0,0,0,65
24,7,2012,United,ORD,EWR,4,4,0,0,0,0,103
22,2,2012,United,LAS,SFO,0,11,0,1,1,0,74
7,7,2012,United,LAX,SFO,2,13,0,0,0,0,57
8,5,2012,United,JFK,BOS,0,-8,0,0,0,0,41
10,10,2012,United,LAS,DEN,4,-1,0,0,0,1,81
4,8,2012,United,LAX,SFO,26,17,0,0,0,0,49
18,2,2012,United,ORD,MCO,103,110,0,0,0,0,129
27,7,2012,United,SFO,LAX,10,9,0,0,0,0,55
13,7,2012,United,EWR,SFO,89,98,0,0,0,0,337
6,4,2012,United,SFO,EWR,2,5,0,0,0,0,275
2,11,2012,United,ORD,EWR,-2,-3,0,0,0,1,96
13,12,2012,United,SFO,BOS,-1,0,0,1,1,1,284
5,6,2012,United,ORD,LAX,0,-17,0,0,0,0,219
13,3,2012,United,ORD,LAS,0,29,0,0,0,0,198
15,11,2012,United,SFO,ORD,6,-1,0,1,0,1,196
14,9,2012,United,SFO,LAX,35,35,0,0,0,0,60
5,1,2012,United,ORD,EWR,0,-11,0,0,1,0,90
5,6,2012,United,ORD,DEN,14,-3,0,0,0,0,113
28,6,2012,United,EWR,SFO,1,16,0,1,0,0,349
8,8,2012,United,LAS,ORD,0,2,0,0,0,0,182
23,10,2012,United,SFO,LAX,,,1,0,0,1,
12,12,2012,United,LAX,DEN,-2,-8,0,0,0,1,102
6,10,2012,United,LAX,DEN,5,3,0,1,1,1,105
18,5,2012,United,SFO,ORD,,,1,0,0,0,
28,4,2012,United,BOS,DEN,0,4,0,0,0,0,235
30,6,2012,United,SFO,LAX,170,170,0,0,0,0,52
10,4,2012,United,ORD,DFW,0,6,0,0,0,0,112
30,6,2012,United,LAX,BOS,28,21,0,0,1,0,291
7,8,2012,United,LAX,DEN,74,73,0,0,0,0,106
21,1,2012,United,LAX,EWR,24,3,0,0,0,0,253
18,5,2012,United,ORD,DFW,,,1,0,1,0,
27,6,2012,United,ORD,LAX,0,-10,0,0,0,0,229
22,6,2012,United,SFO,DEN,4,1,0,0,0,0,116
29,12,2012,United,ORD,DEN,29,48,0,0,0,1,112
3,11,2012,United,EWR,ORD,-2,-13,0,0,1,1,109
3,1,2012,United,BOS,ORD,0,13,0,1,0,0,160
14,11,2012,United,SFO,BOS,,,1,1,1,1,
22,2,2012,United,JFK,SFO,0,20,0,0,1,0,355
6,6,2012,United,SFO,LAX,0,7,0,0,0,0,54
14,12,2012,United,EWR,DEN,0,-3,0,1,0,1,245
10,7,2012,United,LAX,SFO,0,-7,0,0,0,0,48
1,6,2012,United,SFO,LAX,0,0,0,0,0,0,60
27,4,2012,United,LAX,SFO,0,-2,0,0,0,0,52
26,9,2012,United,LAS,DEN,0,-1,0,0,0,0,81
1,5,2012,United,ORD,DEN,0,1,0,0,0,0,117
28,7,2012,United,ORD,DEN,130,112,0,0,0,0,121
27,11,2012,United,LAX,LAS,10,9,0,0,0,1,44
23,3,2012,United,ORD,DFW,0,1,0,0,1,0,120
7,8,2012,United,SFO,DEN,9,32,0,1,0,0,121
20,7,2012,United,LAX,JFK,0,-12,0,0,0,0,282
6,4,2012,United,LAX,SFO,26,37,0,0,0,0,55
6,1,2012,United,EWR,SFO,0,-24,0,0,0,0,332
9,5,2012,United,LAX,ORD,0,-1,0,0,1,0,196
21,4,2012,United,BOS,DEN,0,-11,0,1,0,0,230
29,5,2012,United,LAX,DEN,6,15,0,0,0,0,111
13,4,2012,United,LAS,SFO,19,23,0,0,1,0,68
7,2,2012,United,LAX,SFO,,,1,0,0,0,
12,5,2012,United,ORD,ATL,2,-6,0,1,0,0,97
1,8,2012,United,SFO,BOS,16,41,0,0,1,0,319
7,12,2012,United,ORD,LAX,0,15,0,0,0,1,237
29,5,2012,United,BOS,ORD,0,-6,0,0,1,0,122
5,1,2012,United,LAX,EWR,12,13,0,0,1,0,268
12,10,2012,United,LAS,LAX,13,11,0,0,0,1,45
5,7,2012,United,SFO,LAX,0,2,0,1,0,0,57
24,5,2012,United,LAX,JFK,0,-40,0,1,1,0,267
28,2,2012,United,JFK,LAX,0,-3,0,1,1,0,329
9,3,2012,United,SFO,BOS,0,-19,0,1,0,0,294
6,6,2012,United,ORD,DEN,,,1,1,0,0,
16,10,2012,United,ORD,DFW,-2,-13,0,0,0,1,118
15,12,2012,United,LAX,DEN,11,8,0,0,0,1,108
31,1,2012,United,SFO,LAX,,,1,1,1,0,
19,12,2012,United,ORD,LAX,9,-4,0,0,0,1,230
5,6,2012,United,JFK,SFO,9,19,0,0,0,0,334
10,3,2012,United,LAX,ORD,1,6,0,0,0,0,202
7,4,2012,United,ORD,DEN,88,90,0,0,0,0,123
4,2,2012,United,ORD,EWR,,,1,0,0,0,
28,11,2012,United,LAX,DFW,2,-2,0,0,0,1,154
25,2,2012,United,ORD,BOS,39,59,0,1,1,0,121
28,4,2012,United,SFO,ORD,32,23,0,0,0,0,206
28,12,2012,United,EWR,DEN,3,4,0,0,0,1,225
15,5,2012,United,LAX,DFW,1,-22,0,0,0,0,142
26,4,2012,United,ORD,MCO,0,-6,0,0,0,0,127
8,8,2012,United,ORD,EWR,3,3,0,0,0,0,94
26,12,2012,United,SFO,ORD,-2,8,0,0,0,1,222
23,6,2012,United,EWR,LAX,0,-3,0,0,0,0,310
5,6,2012,United,ORD,SFO,0,-9,0,0,0,0,240
4,2,2012,United,ORD,LAS,94,93,0,0,0,0,196
14,12,2012,United,SFO,DEN,52,82,0,1,0,1,115
5,7,2012,United,ORD,MIA,0,-7,0,1,1,0,146
15,9,2012,United,ORD,SFO,4,10,0,0,0,0,241
17,2,2012,United,LAX,SFO,0,-2,0,1,1,0,56
5,9,2012,United,EWR,SFO,0,-8,0,0,0,0,329
25,9,2012,United,EWR,ORD,0,1,0,0,1,0,113
12,9,2012,United,ORD,LAX,27,0,0,1,0,0,206
14,3,2012,United,LAS,SFO,84,81,0,0,1,0,69
3,3,2012,United,LAS,LAX,37,51,0,0,0,0,43
22,6,2012,United,EWR,SFO,2,26,0,1,0,0,361
8,9,2012,United,SFO,MCO,0,-2,0,0,1,0,280
15,11,2012,United,JFK,LAX,8,26,0,1,0,1,356
26,5,2012,United,SFO,ORD,17,37,0,1,0,0,210
7,7,2012,United,SFO,EWR,6,6,0,0,0,0,296
26,1,2012,United,ORD,LAX,0,4,0,0,1,0,236
25,2,2012,United,LAX,SFO,3,12,0,1,1,0,74
22,2,2012,United,LAS,DEN,0,2,0,1,0,0,87
6,11,2012,United,ORD,LAX,,,1,0,0,1,
8,6,2012,United,LAX,SFO,66,112,0,0,1,0,97
26,9,2012,United,ORD,LAX,0,11,0,0,0,0,240
19,9,2012,United,ORD,LAX,6,4,0,0,0,0,224
23,6,2012,United,SFO,LAS,2,7,0,0,0,0,62
8,6,2012,United,SFO,BOS,41,42,0,1,1,0,307
27,11,2012,United,SFO,ORD,28,15,0,0,1,1,195
26,9,2012,United,SFO,LAX,21,23,0,0,0,0,59
14,6,2012,United,LAX,MIA,0,56,0,0,0,0,283
11,8,2012,United,LAX,SFO,13,11,0,0,0,0,50
25,2,2012,United,LAS,SFO,46,44,0,0,1,0,72
9,11,2012,United,EWR,ORD,-1,35,0,1,1,1,107
2,5,2012,United,LAX,DEN,0,3,0,0,0,0,118
7,1,2012,United,EWR,ORD,0,-9,0,0,0,0,119
3,5,2012,United,JFK,LAX,37,17,0,0,0,0,302
27,3,2012,United,LAX,EWR,2,11,0,0,0,0,298
13,12,2012,United,ORD,DFW,101,125,0,0,0,1,131
21,11,2012,United,JFK,BOS,-2,4,0,0,0,1,39
14,3,2012,United,SFO,LAX,0,-2,0,1,0,0,53
4,8,2012,United,ORD,MCO,76,86,0,0,1,0,116
5,1,2012,United,ORD,EWR,23,5,0,0,1,0,91
24,8,2012,United,SFO,DEN,0,-5,0,0,0,0,113
20,3,2012,United,SFO,LAS,0,1,0,0,0,0,67
31,8,2012,United,ORD,DFW,0,0,0,0,0,0,104
23,6,2012,United,LAX,DEN,0,2,0,0,0,0,111
13,10,2012,United,LAX,SFO,-2,-9,0,0,0,1,53
11,2,2012,United,LAX,EWR,26,32,0,1,1,0,261
1,3,2012,United,LAX,SFO,0,-4,0,0,0,0,56
18,8,2012,United,SFO,LAS,57,63,0,0,0,0,63
10,11,2012,United,ORD,LAX,2,12,0,1,0,1,234
29,5,2012,United,LAX,ORD,3,27,0,0,1,0,201
5,1,2012,United,ORD,EWR,0,1,0,0,1,0,92
2,11,2012,United,LAX,SFO,3,8,0,0,0,1,54
9,10,2012,United,SFO,JFK,-2,-6,0,1,0,1,300
15,9,2012,United,ORD,SFO,10,0,0,0,0,0,227
9,5,2012,United,ORD,DEN,,,1,1,1,0,
28,7,2012,United,SFO,DEN,5,-8,0,0,0,0,109
31,7,2012,United,LAS,LAX,1,-9,0,0,0,0,40
8,3,2012,United,ORD,BOS,0,14,0,0,0,0,116
26,6,2012,United,ORD,EWR,,,1,0,1,0,
3,4,2012,United,LAS,DEN,0,6,0,0,0,0,86
27,4,2012,United,EWR,DEN,0,9,0,0,0,0,213
29,5,2012,United,LAX,DEN,0,-8,0,0,0,0,107
28,9,2012,United,ORD,LAX,50,38,0,0,0,0,221
11,10,2012,United,SFO,LAX,,,1,1,1,1,
30,6,2012,United,LAX,DEN,2,1,0,0,0,0,107
7,8,2012,United,EWR,ORD,,,1,1,1,0,
14,9,2012,United,ORD,LAX,1,-1,0,1,0,0,204
5,7,2012,United,SFO,LAS,197,199,0,1,0,0,62
13,10,2012,United,ORD,BOS,-2,12,0,1,0,1,113
20,3,2012,United,LAX,SFO,0,-3,0,0,0,0,61
3,5,2012,United,JFK,SFO,0,-6,0,0,0,0,320
21,12,2012,United,LAX,SFO,145,158,0,0,0,1,57
1,6,2012,United,BOS,ORD,0,4,0,0,1,0,128
5,9,2012,United,SFO,ORD,0,0,0,0,0,0,217
2,8,2012,United,ORD,DEN,5,-3,0,1,0,0,117
10,11,2012,United,LAX,DFW,-2,-29,0,0,0,1,140
20,4,2012,United,SFO,ORD,10,32,0,0,1,0,210
4,2,2012,United,EWR,LAX,27,23,0,0,0,0,311
25,1,2012,United,ORD,DFW,0,-9,0,0,0,0,112
21,4,2012,United,SFO,ORD,80,86,0,0,1,0,202
31,7,2012,United,SFO,ATL,43,72,0,1,1,0,288
7,7,2012,United,ORD,LAS,31,30,0,0,0,0,184
3,8,2012,United,LAX,SFO,52,48,0,0,0,0,49
17,4,2012,United,BOS,ORD,51,44,0,0,1,0,130
6,10,2012,United,SFO,ORD,130,105,0,0,1,1,199
5,4,2012,United,LAS,ORD,0,-10,0,0,0,0,167
16,2,2012,United,EWR,ORD,0,10,0,0,0,0,115
2,10,2012,United,SFO,LAS,43,39,0,0,0,1,64
9,5,2012,United,LAX,LAS,0,12,0,0,0,0,46
11,10,2012,United,LAS,ORD,-2,-27,0,1,0,1,162
30,3,2012,United,LAX,SFO,1,-7,0,0,0,0,61
18,1,2012,United,BOS,LAX,0,14,0,0,1,0,371
18,2,2012,United,ORD,EWR,,,1,0,0,0,
16,8,2012,United,LAS,DEN,0,-2,0,0,0,0,84
10,2,2012,United,SFO,LAX,9,29,0,1,1,0,64
2,2,2012,United,LAX,DEN,2,7,0,0,0,0,122
8,12,2012,United,EWR,SFO,34,18,0,0,0,1,334
23,5,2012,United,SFO,LAX,26,20,0,0,0,0,51
28,11,2012,United,SFO,JFK,1,-6,0,0,0,1,282
27,11,2012,United,LAX,SFO,,,1,0,0,1,
11,12,2012,United,SFO,LAX,,,1,0,0,1,
21,3,2012,United,LAS,DEN,47,54,0,0,0,0,92
3,10,2012,United,ORD,ATL,14,118,0,0,0,1,77
29,5,2012,United,LAX,SFO,0,0,0,0,0,0,54
17,5,2012,United,ORD,SFO,61,148,0,1,0,0,239
30,8,2012,United,LAX,SFO,,,1,0,1,0,
6,1,2012,United,ORD,ATL,0,-5,0,0,0,0,78
28,8,2012,United,LAX,DEN,0,-6,0,0,0,0,113
23,3,2012,United,BOS,SFO,11,-10,0,0,0,0,349
6,3,2012,United,LAS,SFO,20,7,0,1,0,0,65
15,3,2012,United,SFO,LAX,,,1,0,0,0,
24,8,2012,United,ORD,LAS,10,4,0,0,0,0,188
18,4,2012,United,SFO,ORD,35,20,0,0,0,0,202
24,3,2012,United,ORD,MCO,0,-1,0,0,1,0,126
13,12,2012,United,ORD,MCO,25,40,0,0,0,1,131
3,8,2012,United,LAX,SFO,9,2,0,0,0,0,50
8,2,2012,United,LAX,ORD,1,-9,0,0,0,0,198
15,5,2012,United,SFO,EWR,6,3,0,1,0,0,272
6,10,2012,United,EWR,ORD,65,82,0,1,1,1,118
6,9,2012,United,LAX,SFO,0,-12,0,0,0,0,50
19,4,2012,United,LAS,SFO,18,16,0,0,0,0,64
12,6,2012,United,LAX,SFO,18,17,0,0,0,0,55
2,5,2012,United,LAX,LAS,15,15,0,0,0,0,43
20,4,2012,United,BOS,ORD,0,51,0,1,1,0,191
1,8,2012,United,LAX,EWR,100,134,0,0,1,0,325
29,9,2012,United,JFK,SFO,6,-14,0,0,0,0,321
21,8,2012,United,ORD,ATL,10,18,0,0,1,0,86
20,4,2012,United,SFO,LAS,12,18,0,0,0,0,65
29,9,2012,United,LAX,DEN,,,1,0,0,0,
18,1,2012,United,SFO,DEN,0,-19,0,1,0,0,102
3,11,2012,United,LAX,LAS,-1,3,0,0,0,1,48
21,9,2012,United,JFK,SFO,8,13,0,1,1,0,341
24,8,2012,United,LAX,MIA,0,9,0,0,1,0,271
17,5,2012,United,BOS,DEN,0,30,0,0,0,0,252
24,5,2012,United,EWR,SFO,0,-7,0,1,0,0,330
16,2,2012,United,LAX,ORD,0,-17,0,1,0,0,194
9,3,2012,United,LAX,ORD,46,38,0,1,0,0,190
24,1,2012,United,JFK,LAX,0,11,0,0,1,0,336
24,10,2012,United,ORD,EWR,-2,1,0,1,0,1,113
6,3,2012,United,SFO,BOS,0,-15,0,0,0,0,292
13,10,2012,United,ORD,SFO,21,25,0,1,0,1,252
6,4,2012,United,LAX,SFO,44,29,0,0,0,0,53
27,12,2012,United,LAX,LAS,-2,-8,0,0,0,1,40
9,10,2012,United,LAX,JFK,-2,-11,0,0,0,1,281
22,6,2012,United,LAX,DEN,,,1,0,0,0,
3,4,2012,United,ORD,EWR,0,-7,0,0,0,0,91
5,1,2012,United,LAX,ORD,0,-18,0,0,0,0,192
12,12,2012,United,SFO,LAX,-2,-18,0,1,0,1,52
7,4,2012,United,BOS,SFO,0,27,0,1,0,0,358
24,2,2012,United,LAX,SFO,124,143,0,0,1,0,72
31,5,2012,United,ORD,BOS,40,42,0,0,0,0,114
29,6,2012,United,LAX,SFO,1,11,0,0,0,0,51
16,2,2012,United,ORD,EWR,0,-14,0,0,0,0,82
23,3,2012,United,SFO,JFK,0,9,0,0,0,0,292
28,6,2012,United,SFO,DEN,1,-6,0,0,0,0,121
11,2,2012,United,LAX,SFO,,,1,1,1,0,
29,2,2012,United,ORD,MIA,78,89,0,0,0,0,147
21,2,2012,United,LAX,SFO,1,25,0,1,1,0,64
6,10,2012,United,ORD,SFO,27,31,0,1,0,1,257
12,1,2012,United,ORD,SFO,0,19,0,0,1,0,277
22,3,2012,United,ORD,DEN,3,-4,0,0,0,0,121
27,4,2012,United,ORD,DEN,2,1,0,0,0,0,116
10,10,2012,United,LAX,JFK,11,27,0,0,0,1,276
26,9,2012,United,ORD,BOS,18,31,0,0,0,0,136
16,2,2012,United,ORD,SFO,0,29,0,0,1,0,287
28,6,2012,United,ORD,LAX,1,23,0,1,0,0,246
3,8,2012,United,LAX,DEN,1,12,0,0,1,0,112
29,5,2012,United,LAX,SFO,67,62,0,0,0,0,50
22,9,2012,United,ORD,SFO,128,148,0,1,1,0,255
21,3,2012,United,SFO,LAS,2,10,0,0,0,0,61
2,10,2012,United,JFK,SFO,0,-16,0,0,0,1,320
30,10,2012,United,LAX,SFO,121,129,0,1,1,1,63
27,3,2012,United,SFO,DEN,1,5,0,0,0,0,115
14,1,2012,United,EWR,ORD,0,-5,0,0,0,0,117
18,8,2012,United,ORD,LAS,4,1,0,1,0,0,201
11,10,2012,United,JFK,LAX,-2,-2,0,0,1,1,315
11,10,2012,United,ORD,EWR,-2,-3,0,0,0,1,100
11,5,2012,United,ORD,EWR,,,1,0,1,0,
25,1,2012,United,LAS,LAX,0,24,0,0,1,0,76
21,4,2012,United,ORD,SFO,80,83,0,1,0,0,248
23,5,2012,United,ORD,SFO,,,1,0,0,0,
25,1,2012,United,ORD,DEN,,,1,0,0,0,
20,1,2012,United,LAX,SFO,4,0,0,0,1,0,50
29,2,2012,United,BOS,SFO,0,-4,0,1,1,0,356
25,7,2012,United,SFO,ATL,12,-7,0,0,0,0,245
18,12,2012,United,SFO,BOS,35,24,0,0,1,1,301
21,2,2012,United,LAX,ORD,56,40,0,1,0,0,194
13,4,2012,United,LAX,DEN,9,3,0,0,0,0,104
3,3,2012,United,ORD,ATL,0,65,0,0,0,0,138
23,10,2012,United,SFO,ORD,2,1,0,0,0,1,202
19,5,2012,United,LAX,SFO,2,-11,0,0,0,0,53
20,3,2012,United,BOS,LAX,1,3,0,0,0,0,347
2,5,2012,United,EWR,ORD,0,-10,0,1,0,0,112
29,8,2012,United,SFO,DEN,0,-15,0,1,1,0,116
19,4,2012,United,LAX,JFK,0,-19,0,0,0,0,282
24,4,2012,United,SFO,LAX,3,-7,0,0,0,0,49
31,5,2012,United,ORD,EWR,13,10,0,0,0,0,92
5,1,2012,United,LAX,JFK,0,-8,0,0,0,0,281
31,1,2012,United,ORD,SFO,17,-7,0,0,1,0,237
7,7,2012,United,LAX,SFO,82,101,0,0,0,0,65
5,4,2012,United,SFO,JFK,85,54,0,0,0,0,264
28,12,2012,United,JFK,LAX,-1,-8,0,0,0,1,322
29,9,2012,United,JFK,SFO,0,-13,0,0,0,0,329
30,6,2012,United,ORD,BOS,69,79,0,0,1,0,124
11,7,2012,United,LAS,DEN,0,2,0,0,0,0,88
22,6,2012,United,ORD,EWR,,,1,0,1,0,
1,11,2012,United,LAX,SFO,-2,-8,0,0,0,1,56
14,8,2012,United,LAX,EWR,38,48,0,0,1,0,288
17,5,2012,United,SFO,LAX,0,-5,0,0,0,0,48
31,5,2012,United,SFO,LAX,6,7,0,0,0,0,64
3,4,2012,United,LAX,SFO,5,7,0,0,0,0,52
24,11,2012,United,LAX,BOS,-2,8,0,0,0,1,312
1,11,2012,United,LAX,MIA,4,0,0,0,0,1,254
5,1,2012,United,LAX,ORD,0,-19,0,0,0,0,202
15,3,2012,United,EWR,LAX,0,-11,0,0,0,0,330
7,12,2012,United,ORD,LAX,,,1,0,0,1,
24,3,2012,United,ORD,SFO,0,-10,0,0,0,0,245
11,9,2012,United,ORD,LAX,287,275,0,1,0,0,208
17,3,2012,United,ORD,SFO,0,4,0,0,0,0,240
11,7,2012,United,EWR,ORD,,,1,0,1,0,
31,1,2012,United,LAS,LAX,16,8,0,0,1,0,41
11,4,2012,United,SFO,LAX,0,-20,0,0,0,0,53
25,7,2012,United,JFK,BOS,0,-5,0,1,0,0,35
5,12,2012,United,SFO,JFK,24,38,0,0,0,1,309
9,8,2012,United,LAX,DEN,3,5,0,0,0,0,113
19,10,2012,United,LAX,ORD,92,98,0,0,0,1,209
18,1,2012,United,LAS,ORD,0,-10,0,0,0,0,163
28,3,2012,United,SFO,MCO,0,0,0,0,0,0,278
27,1,2012,United,LAX,ORD,5,2,0,0,0,0,196
2,10,2012,United,EWR,LAX,-2,2,0,0,0,1,324
6,1,2012,United,SFO,LAX,0,-9,0,0,0,0,50
7,7,2012,United,ORD,DFW,9,9,0,0,0,0,107
