Day_of_Month,Month,year,Airline,Origin,Destination,Departure_Delay,Arrival_Delay,Cancelled,Rain_at_Origin,Rain_at_Dest,Incentive_Pay,Time_in_Air
30,6,2012,United,ORD,LAX,38,40,0,0,0,0,217
7,11,2012,United,SFO,JFK,-2,-12,0,0,0,1,287
13,10,2012,United,LAS,SFO,4,6,0,0,0,1,67
18,1,2012,United,ORD,MIA,0,-13,0,0,1,0,141
29,8,2012,United,ORD,DFW,0,-15,0,0,0,0,101
14,1,2012,United,ORD,ATL,7,-14,0,0,1,0,73
31,3,2012,United,ORD,ATL,10,0,0,0,0,0,77
26,5,2012,United,ORD,LAS,38,27,0,0,0,0,193
20,4,2012,United,SFO,LAX,0,-6,0,0,0,0,58
13,6,2012,United,SFO,JFK,0,31,0,0,1,0,312
16,2,2012,United,ORD,DEN,0,11,0,0,0,0,133
30,6,2012,United,ORD,BOS,118,125,0,0,1,0,111
28,6,2012,United,LAX,SFO,0,-9,0,0,0,0,51
12,5,2012,United,EWR,ORD,,,1,1,1,0,
14,12,2012,United,ORD,SFO,4,14,0,0,1,1,260
25,4,2012,United,BOS,ORD,0,-10,0,0,0,0,123
21,3,2012,United,LAS,LAX,3,-16,0,0,0,0,38
2,8,2012,United,SFO,JFK,13,24,0,0,1,0,286
20,3,2012,United,ORD,BOS,14,49,0,1,0,0,141
25,1,2012,United,SFO,LAX,,,1,1,1,0,
26,1,2012,United,JFK,SFO,,,1,0,1,0,
26,9,2012,United,SFO,LAX,0,-5,0,0,0,0,54
17,3,2012,United,EWR,LAX,10,0,0,1,0,0,322
13,3,2012,United,LAX,SFO,21,112,0,0,0,0,57
9,3,2012,United,LAS,SFO,56,45,0,1,1,0,71
2,10,2012,United,ORD,EWR,-2,-7,0,0,0,1,97
1,2,2012,United,ORD,EWR,0,-7,0,0,0,0,94
4,5,2012,United,EWR,DEN,0,-9,0,0,0,0,205
14,7,2012,United,LAX,ORD,46,48,0,0,0,0,213
13,6,2012,United,LAX,DEN,3,6,0,0,0,0,113
18,8,2012,United,ORD,EWR,52,83,0,1,1,0,102
10,5,2012,United,BOS,JFK,,,1,0,1,0,
18,5,2012,United,EWR,DEN,,,1,0,1,0,
20,6,2012,United,ORD,LAX,,,1,0,0,0,
3,11,2012,United,LAX,JFK,-2,-20,0,0,0,1,267
23,3,2012,United,ORD,DEN,9,1,0,0,0,0,116
6,9,2012,United,SFO,JFK,0,-6,0,0,0,0,288
8,8,2012,United,LAS,LAX,2,2,0,0,0,0,44
9,2,2012,United,SFO,LAX,17,7,0,0,0,0,57
6,10,2012,United,LAS,SFO,35,24,0,0,0,1,63
10,5,2012,United,ORD,SFO,2,25,0,1,1,0,271
16,2,2012,United,SFO,LAS,,,1,1,0,0,
6,4,2012,United,LAS,LAX,0,-9,0,0,0,0,41
14,9,2012,United,LAS,ORD,71,76,0,0,1,0,177
12,7,2012,United,SFO,ORD,19,28,0,0,0,0,208
7,8,2012,United,LAS,LAX,3,-2,0,0,0,0,43
14,11,2012,United,ORD,BOS,101,88,0,0,1,1,107
4,7,2012,United,LAX,ORD,1,-12,0,0,0,0,191
23,10,2012,United,JFK,SFO,18,45,0,0,0,1,340
21,2,2012,United,SFO,JFK,0,-3,0,1,0,0,283
8,6,2012,United,SFO,DEN,,,1,1,0,0,
20,6,2012,United,BOS,LAX,0,-4,0,0,0,0,327
21,2,2012,United,LAX,JFK,11,1,0,1,0,0,268
18,1,2012,United,SFO,LAX,0,-5,0,1,1,0,54
11,10,2012,United,LAX,JFK,114,130,0,1,0,1,279
31,10,2012,United,ORD,BOS,-2,19,0,0,1,1,122
12,12,2012,United,LAX,DEN,-2,-11,0,0,0,1,107
16,6,2012,United,EWR,SFO,6,42,0,0,0,0,352
15,6,2012,United,SFO,LAX,39,34,0,0,0,0,54
13,12,2012,United,LAX,ORD,,,1,0,0,1,
14,8,2012,United,ORD,ATL,77,105,0,0,0,0,98
7,7,2012,United,LAX,ORD,0,-8,0,0,0,0,200
4,12,2012,United,LAX,EWR,-2,0,0,0,0,1,275
24,4,2012,United,EWR,DEN,3,1,0,0,0,0,221
12,1,2012,United,BOS,ORD,0,6,0,0,0,0,151
29,6,2012,United,SFO,DEN,64,87,0,0,0,0,118
11,5,2012,United,BOS,LAX,36,57,0,1,0,0,368
24,3,2012,United,BOS,ORD,0,-9,0,0,0,0,121
10,1,2012,United,LAX,SFO,,,1,0,1,0,
6,4,2012,United,BOS,ORD,41,73,0,0,0,0,142
17,1,2012,United,LAX,ORD,147,148,0,1,0,0,194
18,12,2012,United,LAS,SFO,-2,-19,0,0,0,1,64
20,10,2012,United,SFO,EWR,13,14,0,1,0,1,295
10,10,2012,United,LAS,ORD,-2,-17,0,0,0,1,169
2,8,2012,United,ORD,SFO,55,47,0,1,0,0,220
14,2,2012,United,EWR,DEN,13,12,0,1,0,0,232
31,5,2012,United,LAX,DEN,3,-1,0,0,0,0,100
27,4,2012,United,EWR,LAX,1,8,0,0,0,0,313
2,5,2012,United,SFO,LAX,,,1,1,0,0,
3,3,2012,United,LAS,SFO,55,47,0,0,0,0,59
8,11,2012,United,LAX,SFO,-1,-8,0,0,0,1,57
12,5,2012,United,LAS,SFO,7,5,0,0,0,0,61
14,4,2012,United,ORD,DEN,0,-6,0,0,1,0,118
8,5,2012,United,ORD,LAX,0,21,0,0,0,0,244
20,12,2012,United,ORD,EWR,23,13,0,0,0,1,89
11,2,2012,United,EWR,DEN,44,73,0,1,0,0,252
19,5,2012,United,LAX,BOS,24,19,0,0,1,0,291
7,3,2012,United,ORD,LAX,48,24,0,0,0,0,218
1,12,2012,United,ORD,BOS,14,-5,0,1,1,1,106
10,7,2012,United,ORD,ATL,121,128,0,0,0,0,85
7,11,2012,United,ORD,LAX,-2,-31,0,1,0,1,218
8,12,2012,United,SFO,BOS,41,34,0,0,0,1,312
10,2,2012,United,SFO,JFK,,,1,1,0,0,
4,9,2012,United,LAX,SFO,8,0,0,0,0,0,50
10,5,2012,United,BOS,DEN,2,20,0,0,0,0,257
2,10,2012,United,ORD,DFW,-2,-14,0,0,0,1,115
5,6,2012,United,SFO,EWR,22,12,0,0,0,0,287
7,7,2012,United,SFO,BOS,0,-17,0,0,0,0,298
4,8,2012,United,SFO,LAX,2,10,0,0,0,0,53
22,6,2012,United,LAX,DEN,19,19,0,0,0,0,109
31,10,2012,United,SFO,JFK,2,9,0,0,0,1,296
17,11,2012,United,ORD,JFK,13,-10,0,0,0,1,86
14,8,2012,United,JFK,SFO,0,-8,0,1,0,0,326
15,5,2012,United,SFO,DEN,,,1,1,0,0,
11,2,2012,United,SFO,LAX,171,180,0,1,1,0,61
24,3,2012,United,ORD,EWR,0,7,0,0,0,0,93
11,10,2012,United,JFK,SFO,-2,-8,0,0,1,1,326
22,9,2012,United,SFO,ORD,44,35,0,1,1,0,215
8,5,2012,United,SFO,ORD,,,1,1,0,0,
7,12,2012,United,ORD,SFO,97,78,0,0,0,1,236
28,1,2012,United,BOS,LAX,4,-25,0,0,0,0,330
12,7,2012,United,SFO,LAS,2,-2,0,0,0,0,67
30,11,2012,United,ORD,EWR,-2,1,0,1,1,1,116
9,6,2012,United,SFO,LAS,103,97,0,0,0,0,58
10,4,2012,United,LAX,LAS,1,-2,0,0,0,0,39
15,9,2012,United,ORD,EWR,0,-18,0,0,1,0,92
26,4,2012,United,SFO,JFK,16,31,0,0,0,0,301
22,6,2012,United,JFK,SFO,8,3,0,0,0,0,328
29,12,2012,United,LAS,SFO,33,13,0,0,0,1,65
13,6,2012,United,BOS,LAX,15,11,0,1,0,0,336
2,2,2012,United,ORD,MIA,3,10,0,0,0,0,144
24,2,2012,United,SFO,DEN,0,4,0,1,0,0,118
10,5,2012,United,SFO,DEN,19,9,0,1,0,0,101
26,12,2012,United,LAX,ORD,-1,13,0,0,0,1,220
4,8,2012,United,LAX,EWR,5,14,0,0,1,0,284
10,2,2012,United,SFO,LAS,99,98,0,1,0,0,62
27,3,2012,United,ORD,DEN,9,4,0,1,0,0,121
27,6,2012,United,LAX,DEN,104,90,0,0,0,0,109
25,1,2012,United,EWR,SFO,,,1,0,1,0,
5,4,2012,United,ORD,LAS,,,1,0,0,0,
3,2,2012,United,ORD,EWR,87,91,0,0,0,0,97
7,3,2012,United,ORD,LAX,,,1,0,0,0,
12,1,2012,United,JFK,LAX,0,15,0,0,0,0,343
29,11,2012,United,JFK,LAX,0,3,0,1,0,1,349
28,4,2012,United,ORD,EWR,,,1,0,0,0,
6,12,2012,United,LAX,ORD,-2,-14,0,0,0,1,206
21,3,2012,United,EWR,ORD,59,49,0,0,0,0,102
29,5,2012,United,SFO,DFW,0,0,0,0,0,0,174
26,12,2012,United,LAS,ORD,-2,-1,0,0,0,1,189
6,7,2012,United,LAX,DEN,7,9,0,0,0,0,109
11,9,2012,United,SFO,LAX,2,-5,0,0,0,0,54
15,3,2012,United,SFO,DEN,4,15,0,0,0,0,120
17,5,2012,United,SFO,DEN,3,5,0,0,0,0,124
19,9,2012,United,ORD,BOS,3,16,0,0,0,0,108
12,12,2012,United,LAX,SFO,35,34,0,0,1,1,62
18,1,2012,United,LAX,DEN,9,-2,0,1,0,0,94
30,11,2012,United,ORD,LAS,3,7,0,1,0,1,213
5,9,2012,United,SFO,ORD,0,-13,0,0,0,0,199
3,11,2012,United,LAX,SFO,22,23,0,0,0,1,52
3,3,2012,United,EWR,ORD,,,1,0,0,0,
8,12,2012,United,EWR,SFO,-2,3,0,0,0,1,350
2,11,2012,United,SFO,DEN,9,9,0,0,0,1,123
5,6,2012,United,LAS,SFO,2,-2,0,0,0,0,66
14,3,2012,United,LAX,MCO,2,31,0,0,0,0,264
21,12,2012,United,SFO,ORD,2,-11,0,0,0,1,193
7,7,2012,United,SFO,DEN,0,-5,0,0,0,0,117
8,9,2012,United,ORD,LAS,7,23,0,0,0,0,194
30,5,2012,United,ORD,EWR,0,12,0,0,0,0,100
28,8,2012,United,ORD,DFW,23,46,0,0,0,0,109
23,2,2012,United,JFK,LAX,0,0,0,0,1,0,320
28,8,2012,United,LAS,SFO,60,59,0,0,0,0,69
20,3,2012,United,ORD,BOS,53,66,0,1,0,0,119
14,12,2012,United,ORD,MIA,48,63,0,0,0,1,147
22,6,2012,United,SFO,BOS,10,42,0,0,1,0,304
5,5,2012,United,LAX,DEN,1,11,0,0,0,0,117
4,5,2012,United,LAX,SFO,26,24,0,0,1,0,50
1,8,2012,United,ORD,DEN,0,48,0,0,0,0,118
11,10,2012,United,SFO,LAX,6,10,0,1,1,1,51
22,9,2012,United,ORD,JFK,48,36,0,1,0,0,90
2,10,2012,United,ORD,LAS,7,6,0,0,0,1,190
29,9,2012,United,LAS,SFO,4,-3,0,0,0,0,65
25,9,2012,United,ORD,DEN,2,-14,0,1,0,0,116
18,1,2012,United,ORD,LAX,0,20,0,0,1,0,247
11,9,2012,United,ORD,MCO,1,15,0,1,1,0,131
3,2,2012,United,EWR,SFO,100,110,0,0,1,0,342
27,6,2012,United,SFO,LAX,0,14,0,0,0,0,60
15,11,2012,United,LAS,ORD,0,-11,0,0,0,1,161
25,2,2012,United,LAX,ATL,12,4,0,1,0,0,220
31,3,2012,United,JFK,LAX,0,-19,0,0,0,0,322
9,5,2012,United,LAX,EWR,0,7,0,0,0,0,273
7,6,2012,United,EWR,ORD,0,12,0,1,0,0,112
14,4,2012,United,SFO,LAX,72,75,0,1,1,0,55
8,9,2012,United,JFK,LAX,0,-7,0,0,0,0,303
28,11,2012,United,LAX,ORD,,,1,0,0,1,
22,3,2012,United,SFO,LAX,0,-17,0,0,0,0,57
20,4,2012,United,LAS,SFO,3,0,0,0,0,0,61
12,6,2012,United,LAX,ORD,37,57,0,0,1,0,219
27,12,2012,United,ORD,EWR,44,26,0,0,0,1,97
8,5,2012,United,EWR,ORD,,,1,1,0,0,
25,1,2012,United,LAX,LAS,4,1,0,1,0,0,40
30,3,2012,United,LAS,ORD,36,32,0,0,0,0,169
8,2,2012,United,LAX,DFW,57,42,0,0,0,0,150
20,6,2012,United,EWR,ORD,58,64,0,0,0,0,116
25,5,2012,United,EWR,ORD,0,14,0,0,0,0,131
29,9,2012,United,JFK,BOS,74,76,0,0,0,0,36
23,8,2012,United,LAS,SFO,18,18,0,1,0,0,71
8,8,2012,United,LAX,SFO,70,59,0,0,1,0,49
25,1,2012,United,ORD,ATL,0,-8,0,0,0,0,78
28,6,2012,United,LAX,DEN,,,1,0,0,0,
13,3,2012,United,LAX,DEN,0,0,0,0,0,0,109
7,11,2012,United,SFO,LAX,1,-5,0,0,0,1,50
3,11,2012,United,LAS,SFO,-2,-20,0,0,0,1,63
8,5,2012,United,LAX,JFK,0,-13,0,0,0,0,275
20,10,2012,United,LAX,SFO,100,110,0,0,1,1,53
15,2,2012,United,LAS,SFO,0,3,0,0,1,0,68
14,12,2012,United,ORD,EWR,,,1,0,1,1,
2,2,2012,United,SFO,LAS,0,2,0,0,0,0,70
26,7,2012,United,SFO,ORD,0,33,0,0,0,0,210
26,7,2012,United,ORD,EWR,69,68,0,0,1,0,97
24,3,2012,United,SFO,LAX,0,-5,0,0,0,0,56
18,5,2012,United,LAX,LAS,2,4,0,0,0,0,44
18,12,2012,United,SFO,LAX,2,-3,0,0,0,1,54
5,6,2012,United,LAS,SFO,0,-6,0,0,0,0,66
15,6,2012,United,ORD,DEN,29,41,0,1,0,0,130
27,6,2012,United,ORD,LAX,0,12,0,0,0,0,227
10,7,2012,United,ORD,EWR,,,1,0,1,0,
6,12,2012,United,LAX,ORD,,,1,0,0,1,
28,3,2012,United,ORD,EWR,0,3,0,1,1,0,103
23,10,2012,United,ORD,MCO,30,29,0,0,0,1,130
30,5,2012,United,SFO,JFK,0,1,0,0,0,0,299
5,6,2012,United,LAX,SFO,0,2,0,0,0,0,66
5,10,2012,United,LAX,SFO,20,32,0,0,0,1,51
8,11,2012,United,ORD,DEN,6,-1,0,0,0,1,120
6,3,2012,United,ORD,SFO,0,-13,0,0,0,0,248
23,2,2012,United,SFO,LAX,80,108,0,1,1,0,63
27,11,2012,United,ORD,DEN,30,19,0,1,0,1,119
29,9,2012,United,LAX,ORD,0,-22,0,0,0,0,202
14,3,2012,United,EWR,ORD,0,-13,0,0,1,0,114
29,9,2012,United,SFO,LAS,7,6,0,0,0,0,67
20,12,2012,United,ORD,SFO,9,21,0,0,0,1,228
17,2,2012,United,SFO,BOS,28,14,0,1,0,0,284
21,4,2012,United,EWR,ORD,269,394,0,1,1,0,100
23,3,2012,United,LAX,SFO,18,14,0,0,0,0,55
5,7,2012,United,LAX,LAS,0,-10,0,0,0,0,39
16,8,2012,United,SFO,JFK,10,40,0,0,1,0,293
15,2,2012,United,SFO,DEN,0,-5,0,1,0,0,110
1,2,2012,United,SFO,LAX,2,-7,0,1,0,0,54
3,5,2012,United,EWR,ORD,0,-9,0,0,0,0,106
6,10,2012,United,SFO,JFK,9,0,0,0,0,1,269
29,8,2012,United,JFK,LAX,0,2,0,0,1,0,287
1,11,2012,United,SFO,DEN,24,18,0,0,0,1,119
30,5,2012,United,LAX,ORD,0,1,0,0,0,0,217
4,7,2012,United,SFO,ORD,0,-28,0,0,0,0,201
17,5,2012,United,ORD,SFO,13,117,0,1,0,0,240
12,12,2012,United,ORD,DFW,,,1,0,0,1,
12,1,2012,United,EWR,SFO,0,20,0,0,1,0,375
2,11,2012,United,LAX,SFO,-2,-2,0,0,0,1,55
18,5,2012,United,LAX,DEN,3,7,0,0,1,0,117
24,1,2012,United,JFK,SFO,,,1,0,1,0,
25,7,2012,United,LAX,ORD,4,4,0,0,0,0,202
15,8,2012,United,JFK,SFO,1,17,0,0,0,0,353
4,7,2012,United,ORD,EWR,0,-6,0,0,0,0,88
19,6,2012,United,ORD,DEN,93,99,0,0,0,0,119
3,8,2012,United,ORD,MCO,41,40,0,1,1,0,129
29,3,2012,United,EWR,LAX,0,-35,0,1,0,0,312
18,8,2012,United,ORD,LAX,9,32,0,1,0,0,222
3,8,2012,United,ORD,ATL,11,8,0,1,1,0,82
15,12,2012,United,EWR,LAX,23,19,0,0,0,1,326
19,1,2012,United,ORD,BOS,,,1,0,0,0,
18,8,2012,United,LAX,JFK,43,33,0,0,1,0,266
2,6,2012,United,LAX,SFO,1,-1,0,0,0,0,50
8,2,2012,United,SFO,LAX,,,1,0,0,0,
10,4,2012,United,SFO,ORD,2,0,0,0,0,0,208
20,11,2012,United,LAX,EWR,-2,-11,0,0,1,1,271
11,10,2012,United,LAX,MCO,-2,-7,0,1,0,1,250
8,8,2012,United,LAX,ORD,1,8,0,0,0,0,211
24,1,2012,United,EWR,DEN,0,-8,0,0,0,0,219
30,11,2012,United,SFO,ATL,4,6,0,0,1,1,252
4,12,2012,United,EWR,SFO,-2,4,0,0,0,1,349
25,8,2012,United,LAX,DEN,0,0,0,0,0,0,109
28,4,2012,United,SFO,LAX,,,1,0,0,0,
1,12,2012,United,LAX,SFO,31,14,0,0,0,1,50
5,10,2012,United,JFK,SFO,11,7,0,0,0,1,344
8,6,2012,United,ORD,SFO,5,48,0,0,1,0,258
21,12,2012,United,ORD,MIA,120,122,0,0,0,1,162
17,2,2012,United,LAS,SFO,20,10,0,1,1,0,70
19,12,2012,United,LAX,ORD,22,19,0,0,0,1,206
18,7,2012,United,ORD,BOS,106,145,0,0,0,0,110
15,6,2012,United,ORD,MCO,32,37,0,1,0,0,132
8,11,2012,United,LAX,DEN,-2,2,0,0,0,1,101
13,7,2012,United,LAX,SFO,69,62,0,0,0,0,48
15,11,2012,United,LAX,DFW,-2,-13,0,0,0,1,141
21,9,2012,United,ORD,LAX,39,38,0,1,0,0,226
26,10,2012,United,LAX,ORD,-2,1,0,1,0,1,208
9,8,2012,United,SFO,LAS,2,2,0,0,0,0,69
29,8,2012,United,LAS,LAX,3,4,0,0,1,0,45
20,4,2012,United,EWR,SFO,8,33,0,0,0,0,352
1,3,2012,United,LAX,SFO,0,-13,0,0,0,0,54
8,5,2012,United,SFO,LAX,1,9,0,1,0,0,54
22,12,2012,United,ORD,DEN,29,22,0,0,0,1,129
5,12,2012,United,LAS,LAX,-2,-7,0,0,0,1,43
28,4,2012,United,EWR,ORD,0,-22,0,0,0,0,108
1,12,2012,United,SFO,DEN,-2,-1,0,0,0,1,114
12,7,2012,United,ORD,DEN,104,103,0,0,1,0,118
6,11,2012,United,ORD,LAX,57,34,0,0,0,1,200
7,3,2012,United,JFK,LAX,0,-15,0,0,0,0,320
20,9,2012,United,ORD,LAX,0,5,0,1,0,0,232
29,6,2012,United,SFO,BOS,0,14,0,0,0,0,298
19,5,2012,United,BOS,DEN,6,4,0,1,0,0,233
27,4,2012,United,LAS,DEN,1,2,0,0,0,0,89
10,11,2012,United,LAX,SFO,,,1,0,1,1,
10,8,2012,United,LAX,ORD,,,1,0,0,0,
13,11,2012,United,SFO,LAX,41,46,0,1,0,1,54
4,2,2012,United,LAX,JFK,10,18,0,0,0,0,289
3,10,2012,United,LAS,LAX,-2,-10,0,0,0,1,44
17,1,2012,United,BOS,LAX,5,13,0,0,1,0,363
23,2,2012,United,LAS,ORD,0,7,0,0,0,0,177
26,9,2012,United,LAX,MCO,0,-12,0,0,0,0,243
28,9,2012,United,LAX,DEN,8,8,0,0,0,0,103
4,5,2012,United,LAX,JFK,3,12,0,0,0,0,299
19,12,2012,United,JFK,LAX,11,-9,0,0,0,1,324
12,9,2012,United,EWR,ORD,0,51,0,0,1,0,111
2,10,2012,United,ORD,MCO,-2,-14,0,0,0,1,122
4,10,2012,United,LAX,ORD,6,17,0,0,1,1,201
2,5,2012,United,EWR,ORD,72,83,0,1,0,0,114
5,9,2012,United,JFK,LAX,0,-10,0,0,0,0,310
21,9,2012,United,LAX,ORD,13,7,0,0,1,0,190
22,2,2012,United,LAX,DEN,0,-9,0,1,0,0,101
29,2,2012,United,ORD,LAX,0,-7,0,0,0,0,228
28,2,2012,United,BOS,ORD,3,4,0,1,0,0,131
16,10,2012,United,EWR,LAX,-2,17,0,1,0,1,318
8,3,2012,United,SFO,LAX,,,1,1,1,0,
27,10,2012,United,ORD,MCO,7,-8,0,0,0,1,117
1,2,2012,United,SFO,LAS,0,-5,0,1,0,0,62
28,3,2012,United,JFK,LAX,0,-10,0,1,0,0,322
27,10,2012,United,LAS,DEN,-2,-5,0,0,0,1,86
10,8,2012,United,SFO,BOS,135,134,0,0,1,0,300
23,3,2012,United,LAX,MIA,0,12,0,0,1,0,260
20,6,2012,United,LAX,DEN,2,-3,0,0,0,0,103
2,3,2012,United,BOS,ORD,0,-7,0,0,0,0,123
18,7,2012,United,JFK,LAX,0,-2,0,0,0,0,314
6,6,2012,United,LAX,SFO,,,1,0,0,0,
6,6,2012,United,LAX,SFO,0,-10,0,0,0,0,49
23,6,2012,United,LAX,SFO,26,22,0,0,0,0,50
5,4,2012,United,SFO,LAS,0,2,0,0,0,0,64
21,3,2012,United,LAX,LAS,1,-1,0,0,0,0,45
27,7,2012,United,SFO,DEN,4,23,0,0,0,0,115
23,10,2012,United,EWR,DEN,-2,-15,0,0,0,1,207
7,4,2012,United,ORD,ATL,71,94,0,0,0,0,90
10,7,2012,United,LAX,ORD,44,49,0,0,0,0,202
21,12,2012,United,LAX,EWR,-1,6,0,0,0,1,267
12,9,2012,United,LAX,DEN,0,2,0,0,0,0,111
9,10,2012,United,SFO,LAX,,,1,1,0,1,
4,1,2012,United,SFO,LAX,104,84,0,0,0,0,49
28,2,2012,United,LAX,DEN,1,5,0,1,0,0,107
8,11,2012,United,ORD,DEN,-2,-5,0,0,0,1,125
28,1,2012,United,ORD,SFO,2,-20,0,0,0,0,227
4,12,2012,United,ORD,MIA,0,-3,0,0,0,1,147
25,4,2012,United,ORD,LAX,,,1,0,0,0,
28,1,2012,United,ORD,MCO,67,88,0,0,0,0,145
3,2,2012,United,LAX,LAS,8,5,0,0,0,0,39
18,4,2012,United,SFO,LAX,,,1,0,1,0,
17,3,2012,United,ORD,SFO,0,-20,0,0,0,0,236
3,11,2012,United,SFO,JFK,16,1,0,0,0,1,281
4,2,2012,United,LAS,SFO,0,4,0,0,1,0,73
7,9,2012,United,LAS,LAX,8,-8,0,0,0,0,40
18,5,2012,United,ORD,EWR,83,69,0,0,0,0,91
7,7,2012,United,SFO,LAX,106,113,0,0,0,0,58
27,10,2012,United,LAX,JFK,-2,8,0,1,0,1,286
11,9,2012,United,ORD,ATL,0,14,0,1,0,0,87
4,10,2012,United,LAS,LAX,7,-1,0,0,0,1,44
8,3,2012,United,LAS,SFO,58,59,0,0,1,0,71
12,10,2012,United,LAS,ORD,-2,1,0,0,0,1,168
21,7,2012,United,LAX,DEN,0,6,0,0,0,0,101
11,4,2012,United,LAX,SFO,50,38,0,0,0,0,51
2,3,2012,United,SFO,LAX,0,-1,0,1,0,0,60
17,3,2012,United,ORD,EWR,0,9,0,0,1,0,98
24,8,2012,United,LAX,LAS,0,-3,0,0,0,0,44
8,3,2012,United,ORD,SFO,14,32,0,0,1,0,233
4,2,2012,United,LAX,JFK,0,9,0,0,0,0,284
18,4,2012,United,SFO,LAS,2,-4,0,0,1,0,66
30,5,2012,United,ORD,SFO,0,14,0,0,0,0,253
11,1,2012,United,ORD,BOS,0,44,0,0,1,0,101
13,9,2012,United,LAS,SFO,67,64,0,0,0,0,62
21,8,2012,United,JFK,SFO,6,11,0,0,0,0,328
2,2,2012,United,LAX,ORD,0,-1,0,0,0,0,200
21,4,2012,United,LAX,JFK,0,34,0,0,1,0,291
3,5,2012,United,JFK,BOS,0,-17,0,0,1,0,32
29,6,2012,United,LAX,JFK,1,27,0,0,1,0,301
27,7,2012,United,ORD,LAX,0,-1,0,0,0,0,221
25,8,2012,United,EWR,ORD,1,-7,0,0,0,0,106
7,1,2012,United,LAX,JFK,5,3,0,0,0,0,278
25,5,2012,United,LAX,ORD,20,31,0,0,0,0,207
23,11,2012,United,LAS,LAX,-2,-10,0,0,0,1,43
10,1,2012,United,LAX,DEN,0,-3,0,0,0,0,107
15,12,2012,United,LAX,DEN,2,-6,0,0,0,1,107
12,10,2012,United,LAX,DEN,-1,-17,0,0,0,1,104
21,2,2012,United,ORD,BOS,0,-9,0,0,0,0,102
11,10,2012,United,LAS,LAX,3,9,0,1,1,1,49
21,11,2012,United,ORD,LAX,-2,-9,0,0,0,1,233
21,1,2012,United,ORD,DEN,4,9,0,0,0,0,127
2,6,2012,United,ORD,MIA,0,24,0,0,1,0,153
30,5,2012,United,JFK,SFO,0,-11,0,0,0,0,333
12,4,2012,United,LAX,SFO,0,-12,0,0,0,0,51
22,5,2012,United,LAS,ORD,0,10,0,0,0,0,184
28,6,2012,United,LAX,ORD,2,17,0,0,1,0,216
31,10,2012,United,SFO,JFK,7,-4,0,0,0,1,291
1,12,2012,United,SFO,LAX,-2,3,0,0,0,1,59
20,12,2012,United,LAS,SFO,32,16,0,0,0,1,65
1,2,2012,United,LAS,LAX,12,-7,0,0,0,0,42
30,5,2012,United,SFO,BOS,0,-15,0,0,0,0,289
2,2,2012,United,ORD,DEN,0,-16,0,0,0,0,119
16,2,2012,United,SFO,JFK,4,-13,0,1,0,0,268
11,10,2012,United,LAX,DEN,-2,-1,0,1,0,1,101
25,9,2012,United,LAX,EWR,1,-18,0,0,0,0,278
21,9,2012,United,SFO,JFK,0,-21,0,1,1,0,277
22,2,2012,United,JFK,SFO,82,78,0,0,1,0,349
27,3,2012,United,ORD,ATL,10,5,0,1,0,0,85
19,10,2012,United,LAX,DEN,35,109,0,0,0,1,119
18,7,2012,United,LAS,SFO,11,5,0,0,0,0,67
21,7,2012,United,EWR,ORD,0,13,0,0,0,0,118
13,9,2012,United,SFO,ORD,0,28,0,0,1,0,215
17,2,2012,United,EWR,ORD,0,16,0,0,0,0,116
27,7,2012,United,ORD,BOS,,,1,0,1,0,
21,4,2012,United,LAX,MIA,0,-2,0,0,0,0,253
6,11,2012,United,ORD,LAS,-2,-18,0,0,0,1,188
17,1,2012,United,JFK,SFO,0,39,0,0,1,0,377
21,9,2012,United,EWR,ORD,,,1,0,1,0,
15,2,2012,United,LAX,DEN,0,0,0,0,0,0,104
23,5,2012,United,LAS,LAX,,,1,0,0,0,
3,5,2012,United,BOS,SFO,0,-19,0,1,0,0,343
28,6,2012,United,LAX,ORD,,,1,0,1,0,
12,5,2012,United,LAS,LAX,135,120,0,0,0,0,40
21,7,2012,United,SFO,DEN,9,-11,0,1,0,0,110
26,10,2012,United,EWR,DEN,193,158,0,0,0,1,199
26,7,2012,United,SFO,DEN,42,40,0,0,0,0,111
9,11,2012,United,SFO,EWR,43,56,0,0,1,1,288
15,12,2012,United,LAS,SFO,1,-11,0,0,1,1,68
6,7,2012,United,LAX,SFO,,,1,0,0,0,
26,4,2012,United,SFO,LAX,19,16,0,0,0,0,55
8,3,2012,United,LAX,LAS,141,140,0,1,0,0,41
18,10,2012,United,EWR,ORD,-2,-13,0,1,0,1,109
8,8,2012,United,ORD,EWR,100,112,0,0,0,0,98
29,2,2012,United,ORD,DFW,0,-2,0,0,0,0,120
22,11,2012,United,ORD,DFW,0,1,0,0,1,1,118
4,9,2012,United,LAX,SFO,0,-11,0,0,0,0,52
21,2,2012,United,SFO,ORD,21,7,0,1,0,0,205
7,11,2012,United,ORD,ATL,-1,14,0,1,1,1,95
4,7,2012,United,ORD,ATL,12,29,0,0,0,0,90
27,10,2012,United,LAX,DFW,-2,-3,0,1,1,1,144
20,6,2012,United,SFO,LAX,0,7,0,0,0,0,58
25,1,2012,United,SFO,ATL,44,18,0,1,0,0,223
5,1,2012,United,LAX,SFO,9,-3,0,0,0,0,57
24,3,2012,United,LAX,JFK,0,-3,0,0,0,0,281
5,7,2012,United,LAS,SFO,133,132,0,0,1,0,65
17,2,2012,United,SFO,ORD,0,-1,0,1,0,0,214
